Công Cụ Phân Tích Từ Khóa Miễn Phí - Keyword Planner Free

STT	Keyword	Volume	Length	Trend	Trend Data	Difficulty	Competition	Avg.CPC	KW Type	Question
2948	Upgrade VIP to view	10	7	10,10,10,0,10,0,10,0,10,10,10,0,0	10;10;10;0;10;0;10;0;10;10;10;0;0	14	0	0.02	phrase	
2949	Upgrade VIP to view	10	7	10,10,10,0,10,0,10,10,10,10,0,10,10	10;10;10;0;10;0;10;10;10;10;0;10;10	47	100	0.02	phrase	
2950	Upgrade VIP to view	10	7	10,0,0,10,10,0,0,10,10,10,10,10,0	10;0;0;10;10;0;0;10;10;10;10;10;0	14	0	0.02	phrase	
2951	Upgrade VIP to view	10	10	0,0,0,0,0,0,0,0,0,10,10,0,0	0;0;0;0;0;0;0;0;0;10;10;0;0	2	0	0.02	phrase	
2952	Upgrade VIP to view	10	7	10,10,0,10,10,10,0,30,40,10,10,10,10	10;10;0;10;10;10;0;30;40;10;10;10;10	47	100	0.08	phrase	
2953	Upgrade VIP to view	10	7	0,0,10,10,0,0,0,10,10,10,10,0,10	0;0;10;10;0;0;0;10;10;10;10;0;10	38	71	0.02	phrase	
2954	Upgrade VIP to view	10	6	10,10,10,10,10,0,10,10,10,30,20,10,10	10;10;10;10;10;0;10;10;10;30;20;10;10	23	14	0.02	phrase	
2955	Upgrade VIP to view	10	7	20,20,10,10,10,10,10,10,30,30,10,10,10	20;20;10;10;10;10;10;10;30;30;10;10;10	47	100	0.10	phrase	
2956	Upgrade VIP to view	10	3	20,10,10,10,10,10,10,10,10,20,30,10,10	20;10;10;10;10;10;10;10;10;20;30;10;10	63	98	0.18	phrase	
2957	Upgrade VIP to view	10	8	10,10,10,10,10,10,10,10,10,20,30,10,10	10;10;10;10;10;10;10;10;10;20;30;10;10	11	2	0.02	broad	
2958	Upgrade VIP to view	10	5	30,10,10,10,10,10,10,10,30,20,20,10,10	30;10;10;10;10;10;10;10;30;20;20;10;10	48	76	0.02	phrase	
2959	Upgrade VIP to view	10	5	20,10,10,10,10,10,10,10,20,30,30,20,10	20;10;10;10;10;10;10;10;20;30;30;20;10	41	57	0.02	phrase	
2960	Upgrade VIP to view	10	5	10,10,10,10,10,10,0,10,10,10,10,0,10	10;10;10;10;10;10;0;10;10;10;10;0;10	41	57	0.02	phrase	
2961	Upgrade VIP to view	10	7	10,10,10,10,10,10,0,0,10,10,10,10,0	10;10;10;10;10;10;0;0;10;10;10;10;0	14	0	0.02	phrase	
2962	Upgrade VIP to view	0	6	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	19	0	0.02	phrase	
2963	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	phrase	
2964	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	phrase	
2965	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	phrase	
2966	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
2967	Upgrade VIP to view	0	2	0		35	0	0.02	phrase	
2968	Upgrade VIP to view	0	2	0		35	0	0.02	phrase	
2969	Upgrade VIP to view	0	1	0		40	0	0.02	broad	
2970	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	phrase	
2971	Upgrade VIP to view	0	2	0		35	0	0.02	phrase	
2972	Upgrade VIP to view	0	6	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	19	0	0.02	phrase	
2973	Upgrade VIP to view	0	6	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	19	0	0.02	phrase	
2974	Upgrade VIP to view	0	1	0		40	0	0.02	broad	
2975	Upgrade VIP to view	0	3	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	31	0	0.02	phrase	
2976	Upgrade VIP to view	0	4	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	27	0	0.02	broad	
2977	Upgrade VIP to view	0	1	0		40	0	0.02	broad	
2978	Upgrade VIP to view	0	3	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	31	0	0.02	broad	
2979	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	broad	
2980	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
2981	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	broad	
2982	Upgrade VIP to view	0	1	0		40	0	0.02	broad	
2983	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
2984	Upgrade VIP to view	0	2	0		35	0	0.02	broad	
2985	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
2986	Upgrade VIP to view	0	2	0		35	0	0.02	broad	
2987	Upgrade VIP to view	0	1	0		40	0	0.02	broad	
2988	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
2989	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
2990	Upgrade VIP to view	0	1	0		40	0	0.02	broad	
2991	Upgrade VIP to view	0	1	0		40	0	0.02	broad	
2992	Upgrade VIP to view	0	1	0		40	0	0.02	broad	
2993	Upgrade VIP to view	0	6	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	19	0	0.02	phrase	
2994	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
2995	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
2996	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
2997	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
2998	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
2999	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
3000	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
3001	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
3002	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
3003	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
3004	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
3005	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
3006	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
3007	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	phrase	
3008	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	phrase	
3009	Upgrade VIP to view	0	2	0		35	0	0.02	phrase	
3010	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	phrase	
3011	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
3012	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
3013	Upgrade VIP to view	0	1	0		40	0	0.02	broad	
3014	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
3015	Upgrade VIP to view	0	1	0		40	0	0.02	broad	
3016	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
3017	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	phrase	
3018	Upgrade VIP to view	0	8	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	10	0	0.02	phrase	
3019	Upgrade VIP to view	0	9	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	6	0	0.02	phrase	
3020	Upgrade VIP to view	0	2	0		35	0	0.02	broad	
3021	Upgrade VIP to view	0	1	0		40	0	0.02	broad	
3022	Upgrade VIP to view	0	1	0		40	0	0.02	broad	
3023	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
3024	Upgrade VIP to view	0	1	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	40	0	0.02	broad	
3025	Upgrade VIP to view	0	4	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	27	0	0.02	exact	
3026	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3027	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3028	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3029	Upgrade VIP to view	0	3	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	31	0	0.02	exact	
3030	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3031	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3032	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3033	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3034	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3035	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3036	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3037	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3038	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3039	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3040	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3041	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3042	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3043	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3044	Upgrade VIP to view	0	3	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	31	0	0.02	exact	
3045	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3046	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3047	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3048	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3049	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3050	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3051	Upgrade VIP to view	0	3	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	31	0	0.02	exact	
3052	Upgrade VIP to view	0	3	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	31	0	0.02	exact	
3053	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3054	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3055	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3056	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3057	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3058	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3059	Upgrade VIP to view	0	3	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	31	0	0.02	exact	
3060	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3061	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3062	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3063	Upgrade VIP to view	0	3	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	31	0	0.02	exact	
3064	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3065	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3066	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3067	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3068	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3069	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3070	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3071	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3072	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3073	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3074	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3075	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3076	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3077	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3078	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3079	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3080	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3081	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3082	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3083	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3084	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3085	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3086	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3087	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3088	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3089	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3090	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3091	Upgrade VIP to view	0	4	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	27	0	0.02	exact	
3092	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3093	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3094	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3095	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3096	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3097	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3098	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3099	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3100	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3101	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3102	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3103	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3104	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3105	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3106	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3107	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3108	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3109	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3110	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3111	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3112	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3113	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3114	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3115	Upgrade VIP to view	0	3	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	31	0	0.02	exact	
3116	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3117	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3118	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3119	Upgrade VIP to view	0	3	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	31	0	0.02	exact	
3120	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3121	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3122	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3123	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3124	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3125	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3126	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3127	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3128	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3129	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3130	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3131	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3132	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3133	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3134	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3135	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3136	Upgrade VIP to view	0	2	0		35	0	0.02	exact	
3137	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
3138	Upgrade VIP to view	0	2	0,0,0,0,0,0,0,0,0,0,0,0,0	0;0;0;0;0;0;0;0;0;0;0;0;0	35	0	0.02	exact	
